Date, Cityname, Citycode, Provincename, Number,weekday,month,day
2020-04-04, Beemster,370, North Holland,4,Saturday,4,4
2020-04-04, Amsterdam,363, North Holland,306,Saturday,4,4
2020-04-04, Amstelveen,362, North Holland,37,Saturday,4,4
2020-04-04, Alkmaar,361, North Holland,33,Saturday,4,4
2020-04-04, Aalsmeer,358, North Holland,7,Saturday,4,4
2020-04-04, Nieuwegein,356, Utrecht,21,Saturday,4,4
2020-04-04, Blaricum,376, North Holland,5,Saturday,4,4
2020-04-04, Zeist,355, Utrecht,20,Saturday,4,4
2020-04-04, Wijk bij Duurstede,352, Utrecht,7,Saturday,4,4
2020-04-04, Woudenberg,351, Utrecht,5,Saturday,4,4
2020-04-04, Veenendaal,345, Utrecht,9,Saturday,4,4
2020-04-04, Utrecht,344, Utrecht,111,Saturday,4,4
2020-04-04, Soest,342, Utrecht,14,Saturday,4,4
2020-04-04, Rhenen,340, Utrecht,3,Saturday,4,4
2020-04-04, Renswoude,339, Utrecht,3,Saturday,4,4
2020-04-04, Montfoort,335, Utrecht,11,Saturday,4,4
2020-04-04, IJsselstein,353, Utrecht,23,Saturday,4,4
2020-04-04, Houten,321, Utrecht,13,Saturday,4,4
2020-04-04, Bloemendaal,377, North Holland,4,Saturday,4,4
2020-04-04, Diemen,384, North Holland,4,Saturday,4,4
2020-04-04, Opmeer,432, North Holland,1,Saturday,4,4
2020-04-04, Oostzaan,431, North Holland,5,Saturday,4,4
2020-04-04, Medemblik,420, North Holland,10,Saturday,4,4
2020-04-04, Laren,417, North Holland,7,Saturday,4,4
2020-04-04, Langedijk,416, North Holland,11,Saturday,4,4
2020-04-04, Landsmeer,415, North Holland,3,Saturday,4,4
2020-04-04, Huizen,406, North Holland,13,Saturday,4,4
2020-04-04, Hoorn,405, North Holland,18,Saturday,4,4
2020-04-04, Castricum,383, North Holland,12,Saturday,4,4
2020-04-04, Hilversum,402, North Holland,17,Saturday,4,4
2020-04-04, Heiloo,399, North Holland,7,Saturday,4,4
2020-04-04, Heerhugowaard,398, North Holland,22,Saturday,4,4
2020-04-04, Heemstede,397, North Holland,8,Saturday,4,4
2020-04-04, Heemskerk,396, North Holland,18,Saturday,4,4
2020-04-04, Haarlemmermeer,394, North Holland,39,Saturday,4,4
2020-04-04, Haarlem,392, North Holland,34,Saturday,4,4
2020-04-04, Enkhuizen,388, North Holland,14,Saturday,4,4
2020-04-04, Edam-Volendam,385, North Holland,14,Saturday,4,4
2020-04-04, Den Helder,400, North Holland,7,Saturday,4,4
2020-04-04, Molenlanden,1978, South Holland,14,Saturday,4,4
